

-27.52	-38.40	0.194596617
-27.52	-34.08	0.160043991
-27.52	-29.76	0.129383503
-27.52	-25.44	0.102428604
-27.52	-21.12	0.079001891
-27.52	-16.8	0.058934656
-27.52	-12.48	0.042066488
-27.52	-8.16	0.028244873
-27.52	-3.84	0.017324776
-27.52	0.48	0.009168277
-27.52	4.80	0.003644186
-27.52	9.12	0.000627688
-27.52	13.44	0.000000000
-27.52	17.76	0.001648057
-27.52	22.08	0.005464181
-27.52	26.40	0.011345810
-27.52	30.72	0.019195202
-27.52	35.04	0.028919181
-27.52	39.36	0.040428881
-27.52	43.68	0.053639526
-27.52	48.00	0.06847019

-27.52	-38.40	0.194596617
-27.52	-34.08	0.160043991
-27.52	-29.76	0.129383503
-27.52	-25.44	0.102428604
-27.52	-21.12	0.079001891
-27.52	-16.8	0.058934656
-27.52	-12.48	0.042066488
-27.52	-8.16	0.028244873
-27.52	-3.84	0.017324776
-27.52	0.48	0.009168277
-27.52	4.80	0.003644186
-27.52	9.12	0.000627688
-27.52	13.44	0.000000000
-27.52	17.76	0.001648057
-27.52	22.08	0.005464181
-27.52	26.40	0.011345810
-27.52	30.72	0.019195202
-27.52	35.04	0.028919181
-27.52	39.36	0.040428881
-27.52	43.68	0.053639526
-27.52	48.00	0.06847019
		
-24.424	-38.4	0.226165141
-24.424	-34.08	0.190333671
-24.424	-29.76	0.15840626
-24.424	-25.44	0.130196029
-24.424	-21.12	0.10552523
-24.424	-16.8	0.084224845
-24.424	-12.48	0.066134156
-24.424	-8.16	0.051100362
-24.424	-3.84	0.038978174
-24.424	0.48	0.02962943
-24.424	4.8	0.022922732
-24.424	9.12	0.018733081
-24.424	13.44	0.016941537
-24.424	17.76	0.017434898
-24.424	22.08	0.020105372
-24.424	26.4	0.024850309
-24.424	30.72	0.031571893
-24.424	35.04	0.0401769
-24.424	39.36	0.050576434
-24.424	43.68	0.062685695
-24.424	48	0.076423758
		
-21.328	-38.4	0.258735419
-21.328	-34.08	0.221637125
-21.328	-29.76	0.188455188
-21.328	-25.44	0.159002374
-21.328	-21.12	0.133100573
-21.328	-16.8	0.110580416
-21.328	-12.48	0.091280857
-21.328	-8.16	0.075048788
-21.328	-3.84	0.061738627
-21.328	0.48	0.051211955
-21.328	4.8	0.043337139
-21.328	9.12	0.037988966
-21.328	13.44	0.035048318
-21.328	17.76	0.034401821
-21.328	22.08	0.035941564
-21.328	26.4	0.039564772
-21.328	30.72	0.045173542
-21.328	35.04	0.052674575
-21.328	39.36	0.061978919
-21.328	43.68	0.073001739
-21.328	48	0.085662085
		
-18.232	-38.4	0.292290446
-18.232	-34.08	0.25393681
-18.232	-29.76	0.2195122
-18.232	-25.44	0.188828999
-18.232	-21.12	0.16170871
-18.232	-16.8	0.137981596
-18.232	-12.48	0.117486251
-18.232	-8.16	0.100069227
-18.232	-3.84	0.085584643
-18.232	0.48	0.073893787
-18.232	4.8	0.064864762
-18.232	9.12	0.058372125
-18.232	13.44	0.05429655
-18.232	17.76	0.052524485
-18.232	22.08	0.052947854
-18.232	26.4	0.055463749
-18.232	30.72	0.059974156
-18.232	35.04	0.066385678
-18.232	39.36	0.07460929
-18.232	43.68	0.084560102
-18.232	48	0.096157117
		
-15.136	-38.4	0.326813941
-15.136	-34.08	0.287215937
-15.136	-29.76	0.251559996
-15.136	-25.44	0.219658081
-15.136	-21.12	0.191331298
-15.136	-16.8	0.166409499
-15.136	-12.48	0.144730911
-15.136	-8.16	0.126141723
-15.136	-3.84	0.110495715
-15.136	0.48	0.097653866
-15.136	4.8	0.087484001
-15.136	9.12	0.079860418
-15.136	13.44	0.074663559
-15.136	17.76	0.071779672
-15.136	22.08	0.071100493
-15.136	26.4	0.072522967
-15.136	30.72	0.075948938
-15.136	35.04	0.081284904
-15.136	39.36	0.088441743
-15.136	43.68	0.097334487
-15.136	48	0.107882083
		
-12.04	-38.4	0.362290325
-12.04	-34.08	0.321458457
-12.04	-29.76	0.284582035
