

-27.52	-38.40	0.188673080
-27.52	-34.08	0.171450921
-27.52	-29.76	0.154604008
-27.52	-25.44	0.138217762
-27.52	-21.12	0.122375611
-27.52	-16.8	0.107158786
-27.52	-12.48	0.092646832
-27.52	-8.16	0.078917199
-27.52	-3.84	0.066045499
-27.52	0.48	0.054105709
-27.52	4.8	0.043170016
-27.52	9.12	0.033308974
-27.52	13.44	0.024591707
-27.52	17.76	0.017085753
-27.52	22.08	0.010857323
-27.52	26.4	0.005971351
-27.52	30.72	0.002491597
-27.52	35.04	0.000480643
-27.52	39.36	0
-27.52	43.68	0.00111026
-27.52	48	0.003871094
		
-24.424	-38.4	0.216268905
-24.424	-34.08	0.197921926
-24.424	-29.76	0.179934253
-24.424	-25.44	0.16239284
-24.424	-21.12	0.145382495
-24.424	-16.8	0.128986082
-24.424	-12.48	0.11328417
-24.424	-8.16	0.098355638
-24.424	-3.84	0.084277121
-24.424	0.48	0.071123667
-24.424	4.8	0.058968435
-24.424	9.12	0.047882899
-24.424	13.44	0.037936948
-24.424	17.76	0.029198887
-24.424	22.08	0.021735745
-24.424	26.4	0.015613018
-24.424	30.72	0.010894975
-24.424	35.04	0.007644813
-24.424	39.36	0.005924452
-24.424	43.68	0.005794993
-24.424	48	0.007316415
		
-21.328	-38.4	0.245089225
-21.328	-34.08	0.225600055
-21.328	-29.76	0.20645415
-21.328	-25.44	0.187740047
-21.328	-21.12	0.169544136
-21.328	-16.8	0.151950613
-21.328	-12.48	0.135041423
-21.328	-8.16	0.118896623
-21.328	-3.84	0.103594071
-21.328	0.48	0.089209787
-21.328	4.8	0.075817953
-21.328	9.12	0.063490961
-21.328	13.44	0.05229957
-21.328	17.76	0.042312901
-21.328	22.08	0.033598545
-21.328	26.4	0.026222714
-21.328	30.72	0.020250341
-21.328	35.04	0.015745082
-21.328	39.36	0.012769369
-21.328	43.68	0.011384712
-21.328	48	0.011651497
		
-18.232	-38.4	0.275155036
-18.232	-34.08	0.254505846
-18.232	-29.76	0.234183828
-18.232	-25.44	0.214279204
-18.232	-21.12	0.194879848
-18.232	-16.8	0.176071333
-18.232	-12.48	0.157937138
-18.232	-8.16	0.14055834
-18.232	-3.84	0.124014077
-18.232	0.48	0.108381441
-18.232	4.8	0.093735583
-18.232	9.12	0.080149919
-18.232	13.44	0.067695869
-18.232	17.76	0.056443529
-18.232	22.08	0.0464611
-18.232	26.4	0.037815612
-18.232	30.72	0.030572407
-18.232	35.04	0.024795806
-18.232	39.36	0.020548699
-18.232	43.68	0.017893005
-18.232	48	0.016889521
		
-15.136	-38.4	0.306487695
-15.136	-34.08	0.284660296
-15.136	-29.76	0.263143926
-15.136	-25.44	0.242030492
-15.136	-21.12	0.221409452
-15.136	-16.8	0.201367808
-15.136	-12.48	0.181990318
-15.136	-8.16	0.163359439
-15.136	-3.84	0.145555481
-15.136	0.48	0.12865656
-15.136	4.8	0.1127389
-15.136	9.12	0.097876733
-15.136	13.44	0.084142604
-15.136	17.76	0.07160717
-15.136	22.08	0.060339503
-15.136	26.4	0.050407192
-15.136	30.72	0.041876348
-15.136	35.04	0.034811698
-15.136	39.36	0.029276746
-15.136	43.68	0.025333821
-15.136	48	0.023044178
		
-12.04	-38.4	0.33910927
-12.04	-34.08	0.316085068
-12.04	-29.76	0.293355698
-12.04	-25.44	0.271014807
-12.04	-21.12	0.249153434
-12.04	-16.8	0.227860015
-12.04	-12.48	0.207220685
-12.04	-8.16	0.187319229
-12.04	-3.84	0.168237083
-12.04	0.48	0.150053536
-12.04	4.8	0.132845835
-12.04	9.12	0.116689181
-12.04	13.44	0.10165694
