    .0000000000    .0000000000    .5747918888
    .0000000000    .2500000000    .5779200738
    .0000000000    .5000000000    .5899532325
    .0000000000    .7500000000    .6066729191
    .0000000000   1.0000000000    .6274969248
    .0000000000   1.2500000000    .6489067917
    .0000000000   1.5000000000    .6726325433
    .0000000000   1.7500000000    .6964453580
    .0000000000   2.0000000000    .7238972353
    .0000000000   2.2500000000    .7512827937
    .0000000000   2.5000000000    .7815675523
    .0000000000   2.7500000000    .8140042829
    .0000000000   3.0000000000    .8495526935
    .0000000000   3.2500000000    .8893388933
    .0000000000   3.5000000000    .9356088502
    .0000000000   3.7500000000    .9859744392
    .0000000000   4.0000000000   1.0425215868
    .0000000000   4.2500000000   1.1056670503
    .0000000000   4.5000000000   1.1744643813
    .0000000000   4.7500000000   1.2512066200
    .0000000000   5.0000000000   1.3342475396

    .2500000000    .0000000000    .5326122491
    .2500000000    .2500000000    .5086406094
    .2500000000    .5000000000    .4985715101
    .2500000000    .7500000000    .4993882001
    .2500000000   1.0000000000    .5091965099
    .2500000000   1.2500000000    .5265547120
    .2500000000   1.5000000000    .5507211071
    .2500000000   1.7500000000    .5791940204
    .2500000000   2.0000000000    .6069659013
    .2500000000   2.2500000000    .6403539733
    .2500000000   2.5000000000    .6754274283
    .2500000000   2.7500000000    .7143548826
    .2500000000   3.0000000000    .7541112961
    .2500000000   3.2500000000    .7980678105
    .2500000000   3.5000000000    .8462061993
    .2500000000   3.7500000000    .8995977911
    .2500000000   4.0000000000    .9558501586
    .2500000000   4.2500000000   1.0188032754
    .2500000000   4.5000000000   1.0864273470
    .2500000000   4.7500000000   1.1610588963
    .2500000000   5.0000000000   1.2419505829

    .5000000000    .0000000000    .5868417222
    .5000000000    .2500000000    .5257253676
    .5000000000    .5000000000    .4760692574
    .5000000000    .7500000000    .4437099496
    .5000000000   1.0000000000    .4285799845
    .5000000000   1.2500000000    .4272772713
    .5000000000   1.5000000000    .4362032696
    .5000000000   1.7500000000    .4594656225
    .5000000000   2.0000000000    .4906189259
    .5000000000   2.2500000000    .5232705364
    .5000000000   2.5000000000    .5613233291
    .5000000000   2.7500000000    .6028536454
    .5000000000   3.0000000000    .6481400413
    .5000000000   3.2500000000    .6958908795
    .5000000000   3.5000000000    .7470683406
    .5000000000   3.7500000000    .8018717236
    .5000000000   4.0000000000    .8611826880
    .5000000000   4.2500000000    .9231588397
    .5000000000   4.5000000000    .9929849828
    .5000000000   4.7500000000   1.0663417870
    .5000000000   5.0000000000   1.1451678875

    .7500000000    .0000000000    .7250655616
    .7500000000    .2500000000    .6352792852
    .7500000000    .5000000000    .5544178518
    .7500000000    .7500000000    .4821577248
    .7500000000   1.0000000000    .4244501918
    .7500000000   1.2500000000    .3830544869
    .7500000000   1.5000000000    .3639924291
    .7500000000   1.7500000000    .3613491725
    .7500000000   2.0000000000    .3760396282
    .7500000000   2.2500000000    .4063524378
    .7500000000   2.5000000000    .4428795652
    .7500000000   2.7500000000    .4832774064
    .7500000000   3.0000000000    .5303923404
    .7500000000   3.2500000000    .5825691275
    .7500000000   3.5000000000    .6367335868
    .7500000000   3.7500000000    .6936719162
    .7500000000   4.0000000000    .7556511743
    .7500000000   4.2500000000    .8224290980
    .7500000000   4.5000000000    .8914279592
    .7500000000   4.7500000000    .9655477103
    .7500000000   5.0000000000   1.0417823421

   1.0000000000    .0000000000    .9298171266
   1.0000000000    .2500000000    .8148852751
   1.0000000000    .5000000000    .7087249522
   1.0000000000    .7500000000    .6109927492
   1.0000000000   1.0000000000    .5238287331
   1.0000000000   1.2500000000    .4438561387
   1.0000000000   1.5000000000    .3768567338
   1.0000000000   1.7500000000    .3301771568
   1.0000000000   2.0000000000    .3053805682
   1.0000000000   2.2500000000    .3027081103
   1.0000000000   2.5000000000    .3264209321
   1.0000000000   2.7500000000    .3636829642
   1.0000000000   3.0000000000    .4069418352
   1.0000000000   3.2500000000    .4587585858
   1.0000000000   3.5000000000    .5154231723
   1.0000000000   3.7500000000    .5775255425
   1.0000000000   4.0000000000    .6430995476
   1.0000000000   4.2500000000    .7117486061
   1.0000000000   4.5000000000    .7824073359
   1.0000000000   4.7500000000    .8560953561
   1.0000000000   5.0000000000    .9328055012

   1.2500000000    .0000000000   1.1866163427
   1.2500000000    .2500000000   1.0516334719
   1.2500000000    .5000000000    .9239261693
   1.2500000000    .7500000000    .8046144312
   1.2500000000   1.0000000000    .6937311035
   1.2500000000   1.2500000000    .5907125096
   1.2500000000   1.5000000000    .4975355694
   1.2500000000   1.7500000000    .4134644309
   1.2500000000   2.0000000000    .3405036681
   1.2500000000   2.2500000000    .2817057718
   1.2500000000   2.5000000000    .2481855655
   1.2500000000   2.7500000000    .2552026616
   1.2500000000   3.0000000000    .2888252822
   1.2500000000   3.2500000000    .3366645678
   1.2500000000   3.5000000000    .3912472427
   1.2500000000   3.7500000000    .4548626384
   1.2500000000   4.0000000000    .5225074476
   1.2500000000   4.2500000000    .5923041063
   1.2500000000   4.5000000000    .6646470942
   1.2500000000   4.7500000000    .7376788423
   1.2500000000   5.0000000000    .8134630540

   1.5000000000    .0000000000   1.4796795093
   1.5000000000    .2500000000   1.3297011487
   1.5000000000    .5000000000   1.1857443353
   1.5000000000    .7500000000   1.0488299563
   1.5000000000   1.0000000000    .9193518685
   1.5000000000   1.2500000000    .7967772509
   1.5000000000   1.5000000000    .6830801212
   1.5000000000   1.7500000000    .5774676012
   1.5000000000   2.0000000000    .4803124267
   1.5000000000   2.2500000000    .3956752327
   1.5000000000   2.5000000000    .3179115497
   1.5000000000   2.7500000000    .2508453689
   1.5000000000   3.0000000000    .2171220018
   1.5000000000   3.2500000000    .2401972353
   1.5000000000   3.5000000000    .2809704665
   1.5000000000   3.7500000000    .3334401552
   1.5000000000   4.0000000000    .3951196948
   1.5000000000   4.2500000000    .4638290912
   1.5000000000   4.5000000000    .5355260564
   1.5000000000   4.7500000000    .6098638873
   1.5000000000   5.0000000000    .6847293834

   1.7500000000    .0000000000   1.7945337177
   1.7500000000    .2500000000   1.6395462137
   1.7500000000    .5000000000   1.4840636431
   1.7500000000    .7500000000   1.3326764603
   1.7500000000   1.0000000000   1.1877190939
   1.7500000000   1.2500000000   1.0497660624
   1.7500000000   1.5000000000    .9201062715
   1.7500000000   1.7500000000    .7981750173
   1.7500000000   2.0000000000    .6829438013
   1.7500000000   2.2500000000    .5760302207
   1.7500000000   2.5000000000    .4780571895
   1.7500000000   2.7500000000    .3946727799
   1.7500000000   3.0000000000    .3227521325
   1.7500000000   3.2500000000    .2637652537
   1.7500000000   3.5000000000    .2404453937
   1.7500000000   3.7500000000    .2498315752
   1.7500000000   4.0000000000    .2861984167
   1.7500000000   4.2500000000    .3384817672
   1.7500000000   4.5000000000    .4041151320
   1.7500000000   4.7500000000    .4753244267
   1.7500000000   5.0000000000    .5506987432

   2.0000000000    .0000000000   2.1009318442
   2.0000000000    .2500000000   1.9588229054
   2.0000000000    .5000000000   1.8054150364
   2.0000000000    .7500000000   1.6479580414
   2.0000000000   1.0000000000   1.4912205467
   2.0000000000   1.2500000000   1.3394910616
   2.0000000000   1.5000000000   1.1944625292
   2.0000000000   1.7500000000   1.0581990327
   2.0000000000   2.0000000000    .9287746213
   2.0000000000   2.2500000000    .8066386062
   2.0000000000   2.5000000000    .6935956690
   2.0000000000   2.7500000000    .5874978908
   2.0000000000   3.0000000000    .4977137811
   2.0000000000   3.2500000000    .4164589155
   2.0000000000   3.5000000000    .3473728068
   2.0000000000   3.7500000000    .2931742736
   2.0000000000   4.0000000000    .2665306395
   2.0000000000   4.2500000000    .2659368344
   2.0000000000   4.5000000000    .2935888610
   2.0000000000   4.7500000000    .3450327135
   2.0000000000   5.0000000000    .4127333648

   2.2500000000    .0000000000   2.3515192401
   2.2500000000    .2500000000   2.2441593227
   2.2500000000    .5000000000   2.1178141930
   2.2500000000    .7500000000   1.9735720749
   2.2500000000   1.0000000000   1.8192690107
   2.2500000000   1.2500000000   1.6609447007
   2.2500000000   1.5000000000   1.5046042158
   2.2500000000   1.7500000000   1.3531306520
   2.2500000000   2.0000000000   1.2098139787
   2.2500000000   2.2500000000   1.0744108996
   2.2500000000   2.5000000000    .9476126564
   2.2500000000   2.7500000000    .8297261972
   2.2500000000   3.0000000000    .7192553301
   2.2500000000   3.2500000000    .6209516411
   2.2500000000   3.5000000000    .5324549915
   2.2500000000   3.7500000000    .4534285253
   2.2500000000   4.0000000000    .3844938527
   2.2500000000   4.2500000000    .3332774084
   2.2500000000   4.5000000000    .3014544468
   2.2500000000   4.7500000000    .2843679851
   2.2500000000   5.0000000000    .2998201617

   2.5000000000    .0000000000   2.6539279934
   2.5000000000    .2500000000   2.4721352169
   2.5000000000    .5000000000   2.3701553577
   2.5000000000    .7500000000   2.2640612444
   2.5000000000   1.0000000000   2.1400963046
   2.5000000000   1.2500000000   1.9947351960
   2.5000000000   1.5000000000   1.8400229694
   2.5000000000   1.7500000000   1.6820692425
   2.5000000000   2.0000000000   1.5258752314
   2.5000000000   2.2500000000   1.3769965466
   2.5000000000   2.5000000000   1.2360819150
   2.5000000000   2.7500000000   1.1052135256
   2.5000000000   3.0000000000    .9826010512
   2.5000000000   3.2500000000    .8685525807
   2.5000000000   3.5000000000    .7643023752
   2.5000000000   3.7500000000    .6694256215
   2.5000000000   4.0000000000    .5839100977
   2.5000000000   4.2500000000    .5062928886
   2.5000000000   4.5000000000    .4389677716
   2.5000000000   4.7500000000    .3847814524
   2.5000000000   5.0000000000    .3475062021

   2.7500000000    .0000000000   3.2936276711
   2.7500000000    .2500000000   2.9198650974
   2.7500000000    .5000000000   2.6216642020
   2.7500000000    .7500000000   2.4819616809
   2.7500000000   1.0000000000   2.3958464914
   2.7500000000   1.2500000000   2.2940219637
   2.7500000000   1.5000000000   2.1696189969
   2.7500000000   1.7500000000   2.0248374513
   2.7500000000   2.0000000000   1.8706278640
   2.7500000000   2.2500000000   1.7138653204
   2.7500000000   2.5000000000   1.5603686832
   2.7500000000   2.7500000000   1.4155386220
   2.7500000000   3.0000000000   1.2794000777
   2.7500000000   3.2500000000   1.1533422561
   2.7500000000   3.5000000000   1.0344891923
   2.7500000000   3.7500000000    .9265389965
   2.7500000000   4.0000000000    .8243896112
   2.7500000000   4.2500000000    .7349001296
   2.7500000000   4.5000000000    .6529658080
   2.7500000000   4.7500000000    .5795738265
   2.7500000000   5.0000000000    .5143763073

   3.0000000000    .0000000000   3.6899386503
   3.0000000000    .2500000000   3.3775462420
   3.0000000000    .5000000000   3.2455289400
   3.0000000000    .7500000000   2.8506789117
   3.0000000000   1.0000000000   2.6085038804
   3.0000000000   1.2500000000   2.5040398576
   3.0000000000   1.5000000000   2.4293333851
   3.0000000000   1.7500000000   2.3350618626
   3.0000000000   2.0000000000   2.2100215446
   3.0000000000   2.2500000000   2.0671547484
   3.0000000000   2.5000000000   1.9159034280
   3.0000000000   2.7500000000   1.7615156885
   3.0000000000   3.0000000000   1.6131303569
   3.0000000000   3.2500000000   1.4729073045
   3.0000000000   3.5000000000   1.3430660510
   3.0000000000   3.7500000000   1.2199286207
   3.0000000000   4.0000000000   1.1074701144
   3.0000000000   4.2500000000   1.0024349575
   3.0000000000   4.5000000000    .9052158053
   3.0000000000   4.7500000000    .8205389224
   3.0000000000   5.0000000000    .7438312504

   3.2500000000    .0000000000 9814813.612070
   3.2500000000    .2500000000   4.6060139414
   3.2500000000    .5000000000   3.4883623557
   3.2500000000    .7500000000   3.4181822327
   3.2500000000   1.0000000000   3.1842358222
   3.2500000000   1.2500000000   2.8053574065
   3.2500000000   1.5000000000   2.6167822818
   3.2500000000   1.7500000000   2.5429194921
   3.2500000000   2.0000000000   2.4742130233
   3.2500000000   2.2500000000   2.3868345634
   3.2500000000   2.5000000000   2.2650601755
   3.2500000000   2.7500000000   2.1271276205
   3.2500000000   3.0000000000   1.9788827599
   3.2500000000   3.2500000000   1.8307436963
   3.2500000000   3.5000000000   1.6881511376
   3.2500000000   3.7500000000   1.5545297384
   3.2500000000   4.0000000000   1.4289417655
   3.2500000000   4.2500000000   1.3106645424
   3.2500000000   4.5000000000   1.2039814405
   3.2500000000   4.7500000000   1.1032860716
   3.2500000000   5.0000000000   1.0119999009

   3.5000000000    .0000000000 236.8089890631
   3.5000000000    .2500000000 4985025152.633
   3.5000000000    .5000000000 876416.3269876
   3.5000000000    .7500000000   3.9877580303
   3.5000000000   1.0000000000   3.4054473176
   3.5000000000   1.2500000000   3.4455105912
   3.5000000000   1.5000000000   3.1363712280
   3.5000000000   1.7500000000   2.7911342489
   3.5000000000   2.0000000000   2.6434319490
   3.5000000000   2.2500000000   2.5906280322
   3.5000000000   2.5000000000   2.5344920096
   3.5000000000   2.7500000000   2.4538277223
   3.5000000000   3.0000000000   2.3382788364
   3.5000000000   3.2500000000   2.2083675203
   3.5000000000   3.5000000000   2.0680186056
   3.5000000000   3.7500000000   1.9270768873
   3.5000000000   4.0000000000   1.7911850470
   3.5000000000   4.2500000000   1.6637433858
   3.5000000000   4.5000000000   1.5425335828
   3.5000000000   4.7500000000   1.4309907916
   3.5000000000   5.0000000000   1.3297429233

   3.7500000000    .0000000000 13166.93315782
   3.7500000000    .2500000000 12495573.72284
   3.7500000000    .5000000000 1.478366810E12
   3.7500000000    .7500000000 6607358.465072
   3.7500000000   1.0000000000 158153.6415763
   3.7500000000   1.2500000000   3.9100631140
   3.7500000000   1.5000000000   3.4177885530
   3.7500000000   1.7500000000   3.4621089144
   3.7500000000   2.0000000000   3.1169380742
   3.7500000000   2.2500000000   2.8055513311
   3.7500000000   2.5000000000   2.6844872952
   3.7500000000   2.7500000000   2.6486710911
   3.7500000000   3.0000000000   2.6073611569
