    .0000000000    .0000000000    .0000000000
    .0000000000 2.500000000E-4   7.0000000000
    .0000000000 5.000000000E-4   7.0000000000
    .0000000000 7.500000000E-4  34.0000000000
    .0000000000    .0010000000  85.0000000000
    .0000000000    .0012500000 123.0000000000
    .0000000000    .0015000000 166.0000000000
    .0000000000    .0017500000 225.0000000000
    .0000000000    .0020000000 237.0000000000
    .0000000000    .0022500000 265.0000000000
    .0000000000    .0025000000 270.0000000000
    .0000000000    .0027500000 274.0000000000
    .0000000000    .0030000000 277.0000000000
    .0000000000    .0032500000 256.0000000000
    .0000000000    .0035000000 235.0000000000
    .0000000000    .0037500000 269.0000000000
    .0000000000    .0040000000 251.0000000000
    .0000000000    .0042500000 238.0000000000
    .0000000000    .0045000000 222.0000000000
    .0000000000    .0047500000 210.0000000000
    .0000000000    .0050000000 213.0000000000

 2.500000000E-4    .0000000000    .0000000000
 2.500000000E-4 2.500000000E-4   2.0000000000
 2.500000000E-4 5.000000000E-4  11.0000000000
 2.500000000E-4 7.500000000E-4  18.0000000000
 2.500000000E-4    .0010000000  56.0000000000
 2.500000000E-4    .0012500000 124.0000000000
 2.500000000E-4    .0015000000 222.0000000000
 2.500000000E-4    .0017500000 283.0000000000
 2.500000000E-4    .0020000000 324.0000000000
 2.500000000E-4    .0022500000 370.0000000000
 2.500000000E-4    .0025000000 380.0000000000
 2.500000000E-4    .0027500000 444.0000000000
 2.500000000E-4    .0030000000 394.0000000000
 2.500000000E-4    .0032500000 412.0000000000
 2.500000000E-4    .0035000000 394.0000000000
 2.500000000E-4    .0037500000 377.0000000000
 2.500000000E-4    .0040000000 360.0000000000
 2.500000000E-4    .0042500000 387.0000000000
 2.500000000E-4    .0045000000 371.0000000000
 2.500000000E-4    .0047500000 350.0000000000
 2.500000000E-4    .0050000000 330.0000000000

 5.000000000E-4    .0000000000    .0000000000
 5.000000000E-4 2.500000000E-4    .0000000000
 5.000000000E-4 5.000000000E-4   2.0000000000
 5.000000000E-4 7.500000000E-4   4.0000000000
 5.000000000E-4    .0010000000  46.0000000000
 5.000000000E-4    .0012500000  97.0000000000
 5.000000000E-4    .0015000000 181.0000000000
 5.000000000E-4    .0017500000 297.0000000000
 5.000000000E-4    .0020000000 368.0000000000
 5.000000000E-4    .0022500000 459.0000000000
 5.000000000E-4    .0025000000 483.0000000000
 5.000000000E-4    .0027500000 543.0000000000
 5.000000000E-4    .0030000000 537.0000000000
 5.000000000E-4    .0032500000 533.0000000000
 5.000000000E-4    .0035000000 511.0000000000
 5.000000000E-4    .0037500000 520.0000000000
 5.000000000E-4    .0040000000 525.0000000000
 5.000000000E-4    .0042500000 517.0000000000
 5.000000000E-4    .0045000000 541.0000000000
 5.000000000E-4    .0047500000 496.0000000000
 5.000000000E-4    .0050000000 479.0000000000

 7.500000000E-4    .0000000000    .0000000000
 7.500000000E-4 2.500000000E-4    .0000000000
 7.500000000E-4 5.000000000E-4   1.0000000000
 7.500000000E-4 7.500000000E-4   1.0000000000
 7.500000000E-4    .0010000000  13.0000000000
 7.500000000E-4    .0012500000  54.0000000000
 7.500000000E-4    .0015000000 144.0000000000
 7.500000000E-4    .0017500000 198.0000000000
 7.500000000E-4    .0020000000 382.0000000000
 7.500000000E-4    .0022500000 508.0000000000
 7.500000000E-4    .0025000000 598.0000000000
 7.500000000E-4    .0027500000 639.0000000000
 7.500000000E-4    .0030000000 663.0000000000
 7.500000000E-4    .0032500000 680.0000000000
 7.500000000E-4    .0035000000 672.0000000000
 7.500000000E-4    .0037500000 672.0000000000
 7.500000000E-4    .0040000000 664.0000000000
 7.500000000E-4    .0042500000 690.0000000000
 7.500000000E-4    .0045000000 624.0000000000
 7.500000000E-4    .0047500000 628.0000000000
 7.500000000E-4    .0050000000 610.0000000000

    .0010000000    .0000000000    .0000000000
    .0010000000 2.500000000E-4    .0000000000
    .0010000000 5.000000000E-4    .0000000000
    .0010000000 7.500000000E-4    .0000000000
    .0010000000    .0010000000   3.0000000000
    .0010000000    .0012500000  19.0000000000
    .0010000000    .0015000000  73.0000000000
    .0010000000    .0017500000 160.0000000000
    .0010000000    .0020000000 297.0000000000
    .0010000000    .0022500000 409.0000000000
    .0010000000    .0025000000 588.0000000000
    .0010000000    .0027500000 711.0000000000
    .0010000000    .0030000000 744.0000000000
    .0010000000    .0032500000 779.0000000000
    .0010000000    .0035000000 796.0000000000
    .0010000000    .0037500000 766.0000000000
    .0010000000    .0040000000 805.0000000000
    .0010000000    .0042500000 779.0000000000
    .0010000000    .0045000000 771.0000000000
    .0010000000    .0047500000 785.0000000000
    .0010000000    .0050000000 763.0000000000

    .0012500000    .0000000000    .0000000000
    .0012500000 2.500000000E-4    .0000000000
    .0012500000 5.000000000E-4    .0000000000
    .0012500000 7.500000000E-4   2.0000000000
    .0012500000    .0010000000   1.0000000000
    .0012500000    .0012500000   5.0000000000
    .0012500000    .0015000000  32.0000000000
    .0012500000    .0017500000  72.0000000000
    .0012500000    .0020000000 161.0000000000
    .0012500000    .0022500000 326.0000000000
    .0012500000    .0025000000 467.0000000000
    .0012500000    .0027500000 660.0000000000
    .0012500000    .0030000000 747.0000000000
    .0012500000    .0032500000 826.0000000000
    .0012500000    .0035000000 851.0000000000
    .0012500000    .0037500000 873.0000000000
    .0012500000    .0040000000 860.0000000000
    .0012500000    .0042500000 867.0000000000
    .0012500000    .0045000000 870.0000000000
    .0012500000    .0047500000 876.0000000000
    .0012500000    .0050000000 889.0000000000

    .0015000000    .0000000000    .0000000000
    .0015000000 2.500000000E-4    .0000000000
    .0015000000 5.000000000E-4    .0000000000
    .0015000000 7.500000000E-4    .0000000000
    .0015000000    .0010000000    .0000000000
    .0015000000    .0012500000   5.0000000000
    .0015000000    .0015000000   6.0000000000
    .0015000000    .0017500000  33.0000000000
    .0015000000    .0020000000  81.0000000000
    .0015000000    .0022500000 187.0000000000
    .0015000000    .0025000000 349.0000000000
    .0015000000    .0027500000 502.0000000000
    .0015000000    .0030000000 672.0000000000
    .0015000000    .0032500000 808.0000000000
    .0015000000    .0035000000 861.0000000000
    .0015000000    .0037500000 901.0000000000
    .0015000000    .0040000000 923.0000000000
    .0015000000    .0042500000 926.0000000000
    .0015000000    .0045000000 933.0000000000
    .0015000000    .0047500000 927.0000000000
    .0015000000    .0050000000 932.0000000000

    .0017500000    .0000000000    .0000000000
    .0017500000 2.500000000E-4    .0000000000
    .0017500000 5.000000000E-4    .0000000000
    .0017500000 7.500000000E-4    .0000000000
    .0017500000    .0010000000    .0000000000
    .0017500000    .0012500000    .0000000000
    .0017500000    .0015000000   1.0000000000
    .0017500000    .0017500000   8.0000000000
    .0017500000    .0020000000  41.0000000000
    .0017500000    .0022500000  84.0000000000
    .0017500000    .0025000000 177.0000000000
    .0017500000    .0027500000 306.0000000000
    .0017500000    .0030000000 499.0000000000
    .0017500000    .0032500000 637.0000000000
    .0017500000    .0035000000 789.0000000000
    .0017500000    .0037500000 856.0000000000
    .0017500000    .0040000000 911.0000000000
