    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
    .0000000000   3.3528530482   5.3151028231   1.6008946473 4.513532043E-6
